index,DATA_CD,MDATETIME,AREA_INDEX,PM10,PM10_FLAG,PM25,PM25_FLAG,O3,O3_FLAG,SO2,SO2_FLAG,CO,CO_FLAG,NO,NO_FLAG,NO2,NO2_FLAG,NOX,NOX_FLAG,PM10_LABEL,PM25_LABEL,O3_LABEL,SO2_LABEL,CO_LABEL,NO_LABEL,NO2_LABEL,NOX_LABEL
2023-03-28 18:00:00,DATAR1,2023-03-28 18:00:00,131121.0,110.0,1.0,38.0,1.0,0.064,1.0,0.003,1.0,0.4,1.0,0.002,1.0,0.014,1.0,0.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28 19:00:00,DATAR1,2023-03-28 19:00:00,131121.0,108.0,1.0,36.0,1.0,0.061,1.0,0.003,1.0,0.4,1.0,0.001,1.0,0.016,1.0,0.018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28 20:00:00,DATAR1,2023-03-28 20:00:00,131121.0,87.0,1.0,33.0,1.0,0.052,1.0,0.003,1.0,0.5,1.0,0.002,1.0,0.023,1.0,0.025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28 21:00:00,DATAR1,2023-03-28 21:00:00,131121.0,73.0,1.0,33.0,1.0,0.047,1.0,0.002,1.0,0.5,1.0,0.001,1.0,0.024,1.0,0.025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28 22:00:00,DATAR1,2023-03-28 22:00:00,131121.0,75.0,1.0,35.0,1.0,0.038,1.0,0.002,1.0,0.6,1.0,0.001,1.0,0.029,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-28 23:00:00,DATAR1,2023-03-28 23:00:00,131121.0,82.0,1.0,34.0,1.0,0.033,1.0,0.002,1.0,0.6,1.0,0.001,1.0,0.032,1.0,0.033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 00:00:00,DATAR1,2023-03-29 00:00:00,131121.0,78.0,1.0,32.0,1.0,0.033,1.0,0.002,1.0,0.6,1.0,0.001,1.0,0.027,1.0,0.028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 01:00:00,DATAR1,2023-03-29 01:00:00,131121.0,80.0,1.0,32.0,1.0,0.021,1.0,0.002,1.0,0.7,1.0,0.006,1.0,0.041,1.0,0.047,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 02:00:00,DATAR1,2023-03-29 02:00:00,131121.0,88.0,1.0,34.0,1.0,0.027,1.0,0.002,1.0,0.7,1.0,0.001,1.0,0.027,1.0,0.028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 03:00:00,DATAR1,2023-03-29 03:00:00,131121.0,79.0,1.0,39.0,1.0,0.021,1.0,0.002,1.0,0.6,1.0,0.002,1.0,0.031,1.0,0.033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 04:00:00,DATAR1,2023-03-29 04:00:00,131121.0,78.0,1.0,42.0,1.0,0.013,1.0,0.002,1.0,0.5,1.0,0.002,1.0,0.038,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 05:00:00,DATAR1,2023-03-29 05:00:00,131121.0,69.0,1.0,43.0,1.0,0.014,1.0,0.001,1.0,0.5,1.0,0.002,1.0,0.033,1.0,0.034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 06:00:00,DATAR1,2023-03-29 06:00:00,131121.0,77.0,1.0,47.0,1.0,0.006,1.0,0.001,1.0,0.6,1.0,0.008,1.0,0.045,1.0,0.053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 07:00:00,DATAR1,2023-03-29 07:00:00,131121.0,75.0,1.0,50.0,1.0,0.001,1.0,0.002,1.0,0.6,1.0,0.036,1.0,0.053,1.0,0.089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 08:00:00,DATAR1,2023-03-29 08:00:00,131121.0,93.0,1.0,52.0,1.0,0.007,1.0,0.002,1.0,0.6,1.0,0.027,1.0,0.046,1.0,0.073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 09:00:00,DATAR1,2023-03-29 09:00:00,131121.0,96.0,1.0,54.0,1.0,0.014,1.0,0.002,1.0,0.6,1.0,0.022,1.0,0.046,1.0,0.068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 10:00:00,DATAR1,2023-03-29 10:00:00,131121.0,90.0,1.0,58.0,1.0,0.029,1.0,0.002,1.0,0.6,1.0,0.011,1.0,0.034,1.0,0.046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 11:00:00,DATAR1,2023-03-29 11:00:00,131121.0,76.0,1.0,62.0,1.0,0.05,1.0,0.003,1.0,0.5,1.0,0.004,1.0,0.022,1.0,0.026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 12:00:00,DATAR1,2023-03-29 12:00:00,131121.0,62.0,1.0,51.0,1.0,0.055,1.0,0.002,1.0,0.4,1.0,0.003,1.0,0.016,1.0,0.019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 13:00:00,DATAR1,2023-03-29 13:00:00,131121.0,51.0,1.0,40.0,1.0,0.054,1.0,0.002,1.0,0.4,1.0,0.003,1.0,0.016,1.0,0.019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 14:00:00,DATAR1,2023-03-29 14:00:00,131121.0,77.0,1.0,31.0,1.0,0.052,1.0,0.002,1.0,0.4,1.0,0.004,1.0,0.02,1.0,0.024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 15:00:00,DATAR1,2023-03-29 15:00:00,131121.0,73.0,1.0,28.0,1.0,0.051,1.0,0.002,1.0,0.5,1.0,0.004,1.0,0.026,1.0,0.029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 16:00:00,DATAR1,2023-03-29 16:00:00,131121.0,80.0,1.0,29.0,1.0,0.059,1.0,0.002,1.0,0.4,1.0,0.003,1.0,0.023,1.0,0.026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 17:00:00,DATAR1,2023-03-29 17:00:00,131121.0,72.0,1.0,26.0,1.0,0.069,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.014,1.0,0.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 18:00:00,DATAR1,2023-03-29 18:00:00,131121.0,46.0,1.0,16.0,1.0,0.062,1.0,0.001,1.0,0.3,1.0,0.001,1.0,0.01,1.0,0.011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 19:00:00,DATAR1,2023-03-29 19:00:00,131121.0,52.0,1.0,10.0,1.0,0.056,1.0,0.002,1.0,0.3,1.0,0.001,1.0,0.015,1.0,0.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 20:00:00,DATAR1,2023-03-29 20:00:00,131121.0,43.0,1.0,11.0,1.0,0.049,1.0,0.002,1.0,0.4,1.0,0.001,1.0,0.021,1.0,0.022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 21:00:00,DATAR1,2023-03-29 21:00:00,131121.0,58.0,1.0,13.0,1.0,0.039,1.0,0.003,1.0,0.6,1.0,0.001,1.0,0.027,1.0,0.029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 22:00:00,DATAR1,2023-03-29 22:00:00,131121.0,75.0,1.0,19.0,1.0,0.03,1.0,0.003,1.0,0.6,1.0,0.002,1.0,0.036,1.0,0.037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-29 23:00:00,DATAR1,2023-03-29 23:00:00,131121.0,65.0,1.0,25.0,1.0,0.018,1.0,0.003,1.0,0.6,1.0,0.002,1.0,0.047,1.0,0.049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 00:00:00,DATAR1,2023-03-30 00:00:00,131121.0,61.0,1.0,27.0,1.0,0.018,1.0,0.002,1.0,0.7,1.0,0.002,1.0,0.043,1.0,0.045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 01:00:00,DATAR1,2023-03-30 01:00:00,131121.0,59.0,1.0,30.0,1.0,0.021,1.0,0.002,1.0,0.7,1.0,0.001,1.0,0.036,1.0,0.037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 02:00:00,DATAR1,2023-03-30 02:00:00,131121.0,55.0,1.0,33.0,1.0,0.013,1.0,0.002,1.0,0.7,1.0,0.002,1.0,0.044,1.0,0.045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 03:00:00,DATAR1,2023-03-30 03:00:00,131121.0,42.0,1.0,27.0,1.0,0.021,1.0,0.002,1.0,0.6,1.0,0.002,1.0,0.03,1.0,0.032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 04:00:00,DATAR1,2023-03-30 04:00:00,131121.0,48.0,1.0,26.0,1.0,0.004,1.0,0.002,1.0,0.7,1.0,0.004,1.0,0.053,1.0,0.057,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 05:00:00,DATAR1,2023-03-30 05:00:00,131121.0,36.0,1.0,22.0,1.0,0.017,1.0,0.002,1.0,0.5,1.0,0.002,1.0,0.028,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 06:00:00,DATAR1,2023-03-30 06:00:00,131121.0,40.0,1.0,19.0,1.0,0.007,1.0,0.002,1.0,0.6,1.0,0.011,1.0,0.047,1.0,0.058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 07:00:00,DATAR1,2023-03-30 07:00:00,131121.0,47.0,1.0,23.0,1.0,0.002,1.0,0.002,1.0,0.8,1.0,0.056,1.0,0.057,1.0,0.113,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 08:00:00,DATAR1,2023-03-30 08:00:00,131121.0,46.0,1.0,27.0,1.0,0.002,1.0,0.003,1.0,0.8,1.0,0.096,1.0,0.06,1.0,0.156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 09:00:00,DATAR1,2023-03-30 09:00:00,131121.0,51.0,1.0,27.0,1.0,0.006,1.0,0.003,1.0,0.7,1.0,0.074,1.0,0.057,1.0,0.131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 10:00:00,DATAR1,2023-03-30 10:00:00,131121.0,56.0,1.0,29.0,1.0,0.013,1.0,0.003,1.0,0.6,1.0,0.041,1.0,0.052,1.0,0.093,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 11:00:00,DATAR1,2023-03-30 11:00:00,131121.0,67.0,1.0,30.0,1.0,0.047,1.0,0.002,1.0,0.5,1.0,0.011,1.0,0.029,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 12:00:00,DATAR1,2023-03-30 12:00:00,131121.0,89.0,1.0,34.0,1.0,0.056,1.0,0.003,1.0,0.5,1.0,0.005,1.0,0.026,1.0,0.031,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 13:00:00,DATAR1,2023-03-30 13:00:00,131121.0,73.0,1.0,36.0,1.0,0.058,1.0,0.002,1.0,0.5,1.0,0.005,1.0,0.025,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 14:00:00,DATAR1,2023-03-30 14:00:00,131121.0,69.0,1.0,31.0,1.0,,3.0,,3.0,,3.0,,3.0,,3.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 15:00:00,DATAR1,2023-03-30 15:00:00,131121.0,70.0,1.0,27.0,1.0,0.058,1.0,0.002,1.0,0.6,1.0,0.005,1.0,0.032,1.0,0.037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 16:00:00,DATAR1,2023-03-30 16:00:00,131121.0,75.0,1.0,26.0,1.0,0.061,1.0,0.002,1.0,0.5,1.0,0.004,1.0,0.023,1.0,0.027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 17:00:00,DATAR1,2023-03-30 17:00:00,131121.0,52.0,1.0,20.0,1.0,0.06,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.017,1.0,0.019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 18:00:00,DATAR1,2023-03-30 18:00:00,131121.0,56.0,1.0,13.0,1.0,0.057,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.017,1.0,0.019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 19:00:00,DATAR1,2023-03-30 19:00:00,131121.0,62.0,1.0,12.0,1.0,0.055,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.019,1.0,0.021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 20:00:00,DATAR1,2023-03-30 20:00:00,131121.0,62.0,1.0,13.0,1.0,0.051,1.0,0.002,1.0,0.5,1.0,0.001,1.0,0.027,1.0,0.028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 21:00:00,DATAR1,2023-03-30 21:00:00,131121.0,86.0,1.0,31.0,1.0,0.052,1.0,0.002,1.0,0.5,1.0,0.001,1.0,0.027,1.0,0.028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 22:00:00,DATAR1,2023-03-30 22:00:00,131121.0,99.0,1.0,50.0,1.0,0.051,1.0,0.003,1.0,0.6,1.0,0.001,1.0,0.029,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-30 23:00:00,DATAR1,2023-03-30 23:00:00,131121.0,107.0,1.0,54.0,1.0,0.048,1.0,0.003,1.0,0.7,1.0,0.001,1.0,0.028,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 00:00:00,DATAR1,2023-03-31 00:00:00,131121.0,123.0,1.0,58.0,1.0,0.041,1.0,0.003,1.0,0.8,1.0,0.001,1.0,0.035,1.0,0.036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 01:00:00,DATAR1,2023-03-31 01:00:00,131121.0,123.0,1.0,68.0,1.0,0.035,1.0,0.003,1.0,0.8,1.0,0.001,1.0,0.038,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 02:00:00,DATAR1,2023-03-31 02:00:00,131121.0,122.0,1.0,72.0,1.0,0.04,1.0,0.003,1.0,0.8,1.0,0.001,1.0,0.032,1.0,0.034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 03:00:00,DATAR1,2023-03-31 03:00:00,131121.0,109.0,1.0,61.0,1.0,0.052,1.0,0.002,1.0,0.8,1.0,0.001,1.0,0.021,1.0,0.022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 04:00:00,DATAR1,2023-03-31 04:00:00,131121.0,97.0,1.0,59.0,1.0,0.046,1.0,0.002,1.0,0.7,1.0,0.001,1.0,0.022,1.0,0.022,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 05:00:00,DATAR1,2023-03-31 05:00:00,131121.0,104.0,1.0,57.0,1.0,0.041,1.0,0.002,1.0,0.6,1.0,0.001,1.0,0.025,1.0,0.026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 06:00:00,DATAR1,2023-03-31 06:00:00,131121.0,112.0,1.0,58.0,1.0,0.023,1.0,0.002,1.0,0.7,1.0,0.002,1.0,0.042,1.0,0.044,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 07:00:00,DATAR1,2023-03-31 07:00:00,131121.0,108.0,1.0,56.0,1.0,0.005,1.0,0.002,1.0,0.9,1.0,0.038,1.0,0.073,1.0,0.111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 08:00:00,DATAR1,2023-03-31 08:00:00,131121.0,105.0,1.0,56.0,1.0,0.013,1.0,0.002,1.0,0.8,1.0,0.024,1.0,0.06,1.0,0.084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 09:00:00,DATAR1,2023-03-31 09:00:00,131121.0,96.0,1.0,59.0,1.0,0.009,1.0,0.003,1.0,0.9,1.0,0.065,1.0,0.074,1.0,0.139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 10:00:00,DATAR1,2023-03-31 10:00:00,131121.0,112.0,1.0,69.0,1.0,0.014,1.0,0.004,1.0,0.8,1.0,0.055,1.0,0.073,1.0,0.128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 11:00:00,DATAR1,2023-03-31 11:00:00,131121.0,111.0,1.0,63.0,1.0,0.029,1.0,0.003,1.0,0.7,1.0,0.019,1.0,0.053,1.0,0.072,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 12:00:00,DATAR1,2023-03-31 12:00:00,131121.0,98.0,1.0,59.0,1.0,0.062,1.0,0.003,1.0,0.6,1.0,0.006,1.0,0.027,1.0,0.033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 13:00:00,DATAR1,2023-03-31 13:00:00,131121.0,77.0,1.0,46.0,1.0,0.067,1.0,0.003,1.0,0.6,1.0,0.003,1.0,0.023,1.0,0.027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 14:00:00,DATAR1,2023-03-31 14:00:00,131121.0,71.0,1.0,37.0,1.0,0.064,1.0,0.003,1.0,0.6,1.0,0.004,1.0,0.026,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 15:00:00,DATAR1,2023-03-31 15:00:00,131121.0,73.0,1.0,30.0,1.0,0.061,1.0,0.002,1.0,0.5,1.0,0.004,1.0,0.025,1.0,0.028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 16:00:00,DATAR1,2023-03-31 16:00:00,131121.0,45.0,1.0,18.0,1.0,0.059,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.013,1.0,0.015,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 17:00:00,DATAR1,2023-03-31 17:00:00,131121.0,59.0,1.0,6.0,1.0,0.065,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.015,1.0,0.017,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 18:00:00,DATAR1,2023-03-31 18:00:00,131121.0,97.0,1.0,14.0,1.0,0.076,1.0,0.003,1.0,0.5,1.0,0.002,1.0,0.027,1.0,0.028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 19:00:00,DATAR1,2023-03-31 19:00:00,131121.0,110.0,1.0,31.0,1.0,0.067,1.0,0.003,1.0,0.5,1.0,0.001,1.0,0.028,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 20:00:00,DATAR1,2023-03-31 20:00:00,131121.0,82.0,1.0,38.0,1.0,0.053,1.0,0.003,1.0,0.5,1.0,0.001,1.0,0.031,1.0,0.033,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 21:00:00,DATAR1,2023-03-31 21:00:00,131121.0,82.0,1.0,38.0,1.0,0.04,1.0,0.003,1.0,0.6,1.0,0.001,1.0,0.037,1.0,0.038,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 22:00:00,DATAR1,2023-03-31 22:00:00,131121.0,83.0,1.0,43.0,1.0,0.031,1.0,0.003,1.0,0.6,1.0,0.002,1.0,0.041,1.0,0.042,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-31 23:00:00,DATAR1,2023-03-31 23:00:00,131121.0,105.0,1.0,49.0,1.0,0.027,1.0,0.003,1.0,0.6,1.0,0.001,1.0,0.043,1.0,0.045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 00:00:00,DATAR1,2023-04-01 00:00:00,131121.0,93.0,1.0,52.0,1.0,0.014,1.0,0.003,1.0,0.6,1.0,0.002,1.0,0.056,1.0,0.058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 01:00:00,DATAR1,2023-04-01 01:00:00,131121.0,93.0,1.0,49.0,1.0,0.012,1.0,0.002,1.0,0.6,1.0,0.002,1.0,0.053,1.0,0.055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 02:00:00,DATAR1,2023-04-01 02:00:00,131121.0,101.0,1.0,48.0,1.0,0.01,1.0,0.002,1.0,0.6,1.0,0.002,1.0,0.054,1.0,0.056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 03:00:00,DATAR1,2023-04-01 03:00:00,131121.0,93.0,1.0,52.0,1.0,0.013,1.0,0.002,1.0,0.6,1.0,0.002,1.0,0.048,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 04:00:00,DATAR1,2023-04-01 04:00:00,131121.0,85.0,1.0,52.0,1.0,0.013,1.0,0.002,1.0,0.6,1.0,0.002,1.0,0.045,1.0,0.046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 05:00:00,DATAR1,2023-04-01 05:00:00,131121.0,81.0,1.0,48.0,1.0,0.01,1.0,0.002,1.0,0.6,1.0,0.002,1.0,0.046,1.0,0.048,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 06:00:00,DATAR1,2023-04-01 06:00:00,131121.0,78.0,1.0,51.0,1.0,0.007,1.0,0.002,1.0,0.7,1.0,0.006,1.0,0.051,1.0,0.056,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 07:00:00,DATAR1,2023-04-01 07:00:00,131121.0,88.0,1.0,50.0,1.0,0.003,1.0,0.002,1.0,0.8,1.0,0.019,1.0,0.057,1.0,0.076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 08:00:00,DATAR1,2023-04-01 08:00:00,131121.0,85.0,1.0,48.0,1.0,0.013,1.0,0.002,1.0,0.7,1.0,0.009,1.0,0.044,1.0,0.054,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 09:00:00,DATAR1,2023-04-01 09:00:00,131121.0,87.0,1.0,52.0,1.0,0.007,1.0,0.003,1.0,0.9,1.0,0.064,1.0,0.063,1.0,0.128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 10:00:00,DATAR1,2023-04-01 10:00:00,131121.0,86.0,1.0,55.0,1.0,0.02,1.0,0.003,1.0,0.8,1.0,0.027,1.0,0.053,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 11:00:00,DATAR1,2023-04-01 11:00:00,131121.0,83.0,1.0,62.0,1.0,0.056,1.0,0.003,1.0,0.5,1.0,0.005,1.0,0.024,1.0,0.028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 12:00:00,DATAR1,2023-04-01 12:00:00,131121.0,60.0,1.0,56.0,1.0,0.07,1.0,0.003,1.0,0.5,1.0,0.002,1.0,0.017,1.0,0.019,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 13:00:00,DATAR1,2023-04-01 13:00:00,131121.0,68.0,1.0,46.0,1.0,0.079,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.014,1.0,0.016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 14:00:00,DATAR1,2023-04-01 14:00:00,131121.0,68.0,1.0,39.0,1.0,0.081,1.0,0.002,1.0,0.4,1.0,0.002,1.0,0.011,1.0,0.012,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 15:00:00,DATAR1,2023-04-01 15:00:00,131121.0,53.0,1.0,24.0,1.0,0.077,1.0,0.002,1.0,0.4,1.0,0.001,1.0,0.01,1.0,0.011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 16:00:00,DATAR1,2023-04-01 16:00:00,131121.0,42.0,1.0,16.0,1.0,0.077,1.0,0.002,1.0,0.4,1.0,0.001,1.0,0.009,1.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 17:00:00,DATAR1,2023-04-01 17:00:00,131121.0,46.0,1.0,13.0,1.0,0.079,1.0,0.002,1.0,0.4,1.0,0.001,1.0,0.01,1.0,0.011,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 18:00:00,DATAR1,2023-04-01 18:00:00,131121.0,57.0,1.0,17.0,1.0,0.078,1.0,0.002,1.0,0.4,1.0,0.001,1.0,0.019,1.0,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 19:00:00,DATAR1,2023-04-01 19:00:00,131121.0,97.0,1.0,33.0,1.0,0.08,1.0,0.003,1.0,0.5,1.0,0.001,1.0,0.024,1.0,0.026,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01 20:00:00,DATAR1,2023-04-01 20:00:00,131121.0,78.0,1.0,42.0,1.0,0.068,1.0,0.003,1.0,0.6,1.0,0.001,1.0,0.027,1.0,0.029,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
